bioblitz-2016 (1)
Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common Name,Identification Notes,Data Resource Name,Sighting Date,Latitude,Longitude,Location,geopoint
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,porphyrio,Purple Swamphen,,Bowerbird,2016-03-15,-37.783,144.9435,,"-37.783, 144.9435"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,porphyrio,Purple Swamphen,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,porphyrio,Purple Swamphen,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Participate Melbourne,2016-03-15,-37.7924,144.9313,,"-37.7924, 144.9313"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-04-15,-37.789,144.967,,"-37.789, 144.967"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-04,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Participate Melbourne,,-37.8011,144.9605,,"-37.8011, 144.9605"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Bowerbird,2016-04-12,-37.8115,144.9554,,"-37.8115, 144.9554"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Platalea,regia,Royal Spoonbill,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Bowerbird,2016-03-12,-37.813,144.935,,"-37.813, 144.935"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARDALOTIDAE,Pardalotus,punctatus,Spotted Pardalote,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Threskiornis,spinicollis,Straw-necked Ibis,,Bowerbird,2016-03-31,-37.7874,144.9154,,"-37.7874, 144.9154"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,CACATUIDAE,Cacatua,galerita,Sulphur-crested Cockatoo,,Bowerbird,2016-03-31,-37.8209,144.9761,,"-37.8209, 144.9761"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,CACATUIDAE,Cacatua,galerita,Sulphur-crested Cockatoo,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Bowerbird,2016-04-08,-37.8142,144.9347,,"-37.8142, 144.9347"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Bowerbird,2016-02-06,-37.7828,144.9438,,"-37.7828, 144.9438"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Bowerbird,2016-03-31,-37.8236,144.978,,"-37.8236, 144.978"
Bird,ANIMALIA,CHORDATA,AVES,,,,,,Bird,Bowerbird,2016-03-31,-37.8214,144.9755,,"-37.8214, 144.9755"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Egretta,novaehollandiae,"White-faced Heron, Blue Crane",,Bowerbird,2016-03-31,-37.7872,144.9169,,"-37.7872, 144.9169"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Egretta,novaehollandiae,"White-faced Heron, Blue Crane",,Bowerbird,2016-03-15,-37.7823,144.9434,,"-37.7823, 144.9434"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Egretta,novaehollandiae,"White-faced Heron, Blue Crane",,Bowerbird,2016-03-31,-37.8199,144.9739,,"-37.8199, 144.9739"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Ptilotula,penicillata,White-plumed Honeyeater,Also known as Lichenostomus penicillatus,Bowerbird,2016-02-06,-37.7822,144.9423,,"-37.7822, 144.9423"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Ptilotula,penicillata,White-plumed Honeyeater,Also known as Lichenostomus penicillatus,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Bowerbird,2016-03-03,-37.7949,144.961,,"-37.7949, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Handwritten,2016-04-15,-37.789,144.967,,"-37.789, 144.967"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,,,,,,White Faced Bird,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,,,,Duck,Bowerbird,2016-03-05,-37.8059,144.9724,,"-37.8059, 144.9724"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,,,,Duck,Bowerbird,2016-03-07,-37.8139,144.9786,,"-37.8139, 144.9786"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-04,-37.7918,144.9564,,"-37.7918, 144.9564"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CARCINIDAE,Carcinus,maenas,"European Green Crab, European Shore Crab",,Bowerbird,2016-02-24,-37.8303,144.9,,"-37.8303, 144.9"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,VARUNIDAE,Paragrapsus,laevis,Mottled Shore Crab,,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemon,serenus,"Rock-pool Shrimp, Rock-pool Prawn",,Bowerbird,2016-02-24,-37.8303,144.9,,"-37.8303, 144.9"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CAPRELLIDAE,,,,Skeleton Shrimp,Bowerbird,2016-02-24,-37.8302,144.9001,,"-37.8302, 144.9001"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,,,,Isopod,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Crustacean,ANIMALIA,ARTHROPODA,MAXILLOPODA,,,,,,,Bowerbird,2016-02-23,-37.8298,144.9002,,"-37.8298, 144.9002"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,PORCELLIONIDAE,Porcellio,scaber,"Common Rough Woodlouse, Common Slater",,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,MAJIDAE,Microhalimus,deflexifrons,Decorator Crab,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CARCINIDAE,Carcinus,maenas,"European Green Crab, European Shore Crab",,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemon,serenus,"Rock-pool Shrimp, Rock-pool Prawn",,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,HYMENOSOMATIDAE,Halicarcinus,ovatus,Three-pronged Sea Spider,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,,,,,Isopod,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8115,144.9829,,"-37.8115, 144.9829"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,ANTHURIDAE,,,,Isopod,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8104,144.9551,,"-37.8104, 144.9551"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,,,,Isopod,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MAXILLOPODA,COPEPODA,,,,,Copepod,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Diplopod,ANIMALIA,ARTHROPODA,DIPLOPOD,JULIDA,JULIDAE,,,,Millipede,Bowerbird,2016-03-13,-37.7911,144.9567,,"-37.7911, 144.9567"
Echinoderm,ANIMALIA,ECHINODERMATA,ASTEROIDEA,FORCIPULATIDA,ASTERIIDAE,Asterias,amurensis,Northern Pacific Seastar,,Bowerbird,2016-03-29,-37.817,144.9452,,"-37.817, 144.9452"
Echinoderm,ANIMALIA,ECHINODERMATA,ASTEROIDEA,FORCIPULATIDA,ASTERIIDAE,Asterias,amurensis,Northern Pacific Seastar,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,,,,,,Ray-finned Fish,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,holbrooki,"Eastern Gambusia, Mosquitofish",,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Arenigobius,bifrenatus,Bridled Goby,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ODACIDAE,Haletta,semifasciata,Blue Weed Whiting,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Omobranchus,anolius,Oyster Blenny,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Parablennius,tasmanianus,Tasmanian Blenny,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRADONTIFORMES,TETRADONTIDAE,Tetractenos,glaber,Smooth Toadfish,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fungi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,SCHIZOPHYLLACEAE,Schizophyllum,commune,Split Gill,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Fungi,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Hypotrachyna,,,,Handwritten,2016-04-15,-37.789,144.967,,"-37.789, 144.967"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Bee Fly,Participate Melbourne,2016-01-28,-37.7309,144.8069,,"-37.7309, 144.8069"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,Odontomyia,,,Green Soldier Fly,Bowerbird,2016-03-12,-37.8129,144.935,,"-37.8129, 144.935"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-12,-37.8134,144.9352,,"-37.8134, 144.9352"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,,,,,Dragonfly,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Insect,ANIMALIA,ARTHROPODA,INSECTA,TRICHOPTERA,,,,,Caddisfly Nymph,Participate Melbourne,,-37.7824,144.9433,,"-37.7824, 144.9433"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,,,,,Caterpillar,Participate Melbourne,2016-03-06,-37.8081,144.9437,,"-37.8081, 144.9437"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-12,-37.8221,144.9441,,"-37.8221, 144.9441"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-12,-37.8222,144.9445,,"-37.8222, 144.9445"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7889,144.9503,,"-37.7889, 144.9503"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7896,144.9509,,"-37.7896, 144.9509"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8096,144.9539,,"-37.8096, 144.9539"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Xanthogaleruca,luteola,Elm Leaf Beetle,,Bowerbird,2016-03-14,-37.8109,144.9542,,"-37.8109, 144.9542"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DERMAPTERA,,,,,Earwig,Participate Melbourne,2016-04-12,-37.8107,144.9546,,"-37.8107, 144.9546"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8101,144.9548,,"-37.8101, 144.9548"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,LAUXANIIDAE,Sapromyza,,,Lauxaniid Fly,Bowerbird,2016-03-14,-37.8103,144.9552,,"-37.8103, 144.9552"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-14,-37.8103,144.9553,,"-37.8103, 144.9553"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8103,144.9554,,"-37.8103, 144.9554"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Xanthogaleruca,luteola,Elm Leaf Beetle,,Bowerbird,2016-03-04,-37.7923,144.9559,,"-37.7923, 144.9559"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Anax,papuensis,Australian Emperor,,Bowerbird,2016-03-04,-37.792,144.9562,,"-37.792, 144.9562"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7914,144.9563,,"-37.7914, 144.9563"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,anactus,"Dainty Swallowtail, Dingy Swallowtail",,Bowerbird,2016-03-13,-37.7925,144.9564,,"-37.7925, 144.9564"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-04,-37.7919,144.9564,,"-37.7919, 144.9564"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,HELEOMYZIDAE,,,,Fly,Bowerbird,2016-03-04,-37.7919,144.9566,,"-37.7919, 144.9566"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7912,144.9567,,"-37.7912, 144.9567"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,GASTERUPTIIDAE,,,,Gasteruptiid Wasp,Bowerbird,2016-03-13,-37.7912,144.9567,,"-37.7912, 144.9567"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,BOMBYLIIDAE,Villa,,,Bee Fly,Bowerbird,2016-03-13,-37.792,144.957,,"-37.792, 144.957"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Rhytidoponera,,,Green-head Ant,Bowerbird,2016-03-13,-37.792,144.957,,"-37.792, 144.957"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.792,144.9571,,"-37.792, 144.9571"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,PERGIDAE,Lophyrotoma,zonalis,Paperbark Sawfly,,Bowerbird,2016-03-13,-37.7915,144.9572,,"-37.7915, 144.9572"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Theclinesthes,serpentatus,"Chequered Blue, Saltbush Blue",,Bowerbird,2016-03-13,-37.7919,144.9572,,"-37.7919, 144.9572"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Bowerbird,2016-03-04,-37.7904,144.9575,,"-37.7904, 144.9575"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Scoparia,exhibitalis,,Grass Moth,Bowerbird,2016-02-27,-37.7971,144.9583,,"-37.7971, 144.9583"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-02-26,-37.7972,144.9587,,"-37.7972, 144.9587"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,LYGAEIDAE,Nysius,vinitor,Rutherglen Bug,,Bowerbird,2016-03-21,-37.7845,144.9601,,"-37.7845, 144.9601"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-02-27,-37.797,144.9605,,"-37.797, 144.9605"
Stingray,ANIMALIA,CHORDATA,CHONDRICHTHYES,,,,,,,Bowerbird,2016-02-24,-37.8303,144.9,,"-37.8303, 144.9"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,HESPERIIDAE,,,,Skipper,Bowerbird,2016-03-03,-37.7997,144.9622,,"-37.7997, 144.9622"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Ecnolagria,grandis,"Brown Darkling Beetle, Honeybrown Beetle",,Bowerbird,2016-03-20,-37.7913,144.9633,,"-37.7913, 144.9633"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.7912,144.9633,,"-37.7912, 144.9633"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-20,-37.791,144.9634,,"-37.791, 144.9634"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Homalictus,sphecodoides,Native Australian Bee,,Bowerbird,2016-03-20,-37.792,144.9639,,"-37.792, 144.9639"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,Naupactus,leucoloma,White-fringed Weevil,,Bowerbird,2016-03-20,-37.7926,144.9648,,"-37.7926, 144.9648"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7872,144.9651,,"-37.7872, 144.9651"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7903,144.9661,,"-37.7903, 144.9661"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chortoicetes,terminifera,Australian Plague Locust,,Bowerbird,2016-03-20,-37.7929,144.9663,,"-37.7929, 144.9663"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7903,144.9665,,"-37.7903, 144.9665"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7905,144.9666,,"-37.7905, 144.9666"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,HETEROMYZIDAE,Tapeigaster,,,Fungus Fly,Bowerbird,2016-04-15,-37.7896,144.9679,,"-37.7896, 144.9679"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,,,,Hoverfly,Bowerbird,2016-03-05,-37.8067,144.9695,,"-37.8067, 144.9695"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-05,-37.8067,144.9695,,"-37.8067, 144.9695"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-05,-37.8048,144.9697,,"-37.8048, 144.9697"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,,,,Short-horned Grasshoppers,Bowerbird,2016-03-05,-37.8052,144.9701,,"-37.8052, 144.9701"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Theclinesthes,serpentatus,"Chequered Blue, Saltbush Blue",,Bowerbird,2016-03-20,-37.8217,144.9707,,"-37.8217, 144.9707"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CHOREUTIDAE,Tebenna,micalis,Small Thistle Moth,,Bowerbird,2016-03-05,-37.8052,144.9707,,"-37.8052, 144.9707"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,COCCINELLIDAE,Illeis,galbula,Fungus-eating Ladybird,,Bowerbird,2016-03-20,-37.8222,144.9709,,"-37.8222, 144.9709"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-20,-37.8221,144.9713,,"-37.8221, 144.9713"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-05,-37.8054,144.9714,,"-37.8054, 144.9714"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Ischnura,heterosticta,Common Bluetail,,Bowerbird,2016-03-20,-37.8217,144.972,,"-37.8217, 144.972"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,Midges,Bowerbird,2016-03-20,-37.8218,144.9721,,"-37.8218, 144.9721"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.8183,144.9744,,"-37.8183, 144.9744"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.8186,144.975,,"-37.8186, 144.975"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,Midges,Bowerbird,2016-03-07,-37.8138,144.9758,,"-37.8138, 144.9758"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,RICANIIDAE,Scolypopa,australis,Passionvine Hopper,,Bowerbird,2016-03-30,-37.8137,144.9758,,"-37.8137, 144.9758"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,Meyriccia,latro,Lesser Wax Moth,Formerly known as Melissoblaptes latro,Bowerbird,2016-03-04,-37.8317,144.9766,,"-37.8317, 144.9766"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Phacodes,personatus,,Longicorn Beetle,Bowerbird,2016-03-04,-37.8317,144.9766,,"-37.8317, 144.9766"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,,,,Carrion Beetle,Bowerbird,2016-03-04,-37.8317,144.9766,,"-37.8317, 144.9766"
